Date,Hour,City,Area,Industrial,Households,Schools,Colleges,Hospitals,Total
2025-08-01,01:00,Bangalore,Shivajinagar,56.96,37.59,2.81,1.91,14.35,113.61
2025-08-01,01:00,Bangalore,Vasanth Nagar,59.44,30.12,3.45,1.08,12.22,106.3
2025-08-01,01:00,Bangalore,Ulsoor (Halasuru),79.71,33.78,2.57,1.45,25.63,143.14
2025-08-01,01:00,Bangalore,Indiranagar,74.82,28.34,1.94,3.22,17.51,125.82
2025-08-01,01:00,Bangalore,Koramangala,55.87,32.0,1.04,1.48,22.04,112.44
2025-08-01,01:00,Bangalore,Malleshwaram,48.81,31.31,2.76,3.54,16.52,102.94
2025-08-01,01:00,Bangalore,Rajajinagar,76.62,41.55,1.32,3.34,10.44,133.26
2025-08-01,01:00,Bangalore,Yeshwanthpur,67.8,48.26,3.32,4.97,12.42,136.76
2025-08-01,01:00,Bangalore,Hebbal,48.06,31.53,1.45,4.15,14.45,99.63
2025-08-01,01:00,Bangalore,RT Nagar,54.21,26.91,3.53,2.33,23.87,110.85
2025-08-01,01:00,Bangalore,Sahakara Nagar,83.17,30.56,2.23,2.5,14.27,132.72
2025-08-01,01:00,Bangalore,Yelahanka,57.63,40.2,1.45,1.4,28.6,129.27
2025-08-01,01:00,Bangalore,Jakkur,60.19,42.28,3.32,3.88,22.21,131.89
2025-08-01,01:00,Bangalore,Manyata Tech Park/Nagawara,129.38,49.93,2.83,3.82,10.61,196.57
2025-08-01,01:00,Bangalore,Jayanagar,60.98,40.97,3.52,3.16,25.93,134.56
2025-08-01,01:00,Bangalore,JP Nagar,76.23,41.44,2.64,4.82,19.41,144.54
2025-08-01,01:00,Bangalore,Basavanagudi,53.7,40.74,1.43,3.69,21.56,121.12
2025-08-01,01:00,Bangalore,Banashankari,55.26,48.27,1.55,3.98,18.83,127.89
2025-08-01,01:00,Bangalore,BTM Layout,61.95,38.73,2.71,3.68,17.61,124.68
2025-08-01,01:00,Bangalore,HSR Layout,55.41,44.64,2.31,4.09,16.08,122.52
2025-08-01,01:00,Bangalore,Bannerghatta Road belt,76.44,40.72,2.64,4.37,10.94,135.1
2025-08-01,01:00,Bangalore,Arekere,77.28,28.03,1.08,4.51,29.75,140.65
2025-08-01,01:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),84.67,46.25,1.88,2.03,25.16,159.99
2025-08-01,01:00,Bangalore,KR Puram,59.47,25.12,1.72,2.9,27.85,117.07
2025-08-01,01:00,Bangalore,CV Raman Nagar,58.25,35.64,2.36,4.37,17.55,118.16
2025-08-01,01:00,Bangalore,Marathahalli,72.64,29.45,3.17,4.28,20.0,129.55
2025-08-01,01:00,Bangalore,Mahadevapura,76.08,31.21,3.53,1.81,13.96,126.58
2025-08-01,01:00,Bangalore,Whitefield,86.48,39.05,1.06,3.49,27.21,157.29
2025-08-01,01:00,Bangalore,Hoodi,88.92,43.51,1.55,3.04,11.86,148.89
2025-08-01,01:00,Bangalore,Kadugodi,48.46,45.85,3.19,2.13,18.77,118.41
2025-08-01,01:00,Bangalore,Varthur,56.09,25.15,1.28,1.78,20.97,105.25
2025-08-01,01:00,Bangalore,Bellandur,75.0,44.03,1.08,2.74,14.78,137.62
2025-08-01,01:00,Bangalore,Sarjapur Road corridor,71.39,46.95,3.14,3.72,19.66,144.87
2025-08-01,01:00,Bangalore,Vijayanagar,76.43,32.0,2.42,2.73,24.16,137.74
2025-08-01,01:00,Bangalore,Basaveshwaranagar,54.06,48.38,3.44,4.95,22.07,132.91
2025-08-01,01:00,Bangalore,Nagarbhavi,54.87,33.28,2.1,4.23,28.08,122.56
2025-08-01,01:00,Bangalore,Chandra Layout,76.21,41.38,1.84,3.65,22.33,145.41
2025-08-01,01:00,Bangalore,Magadi Road,89.2,25.91,1.97,2.41,12.78,132.27
2025-08-01,01:00,Bangalore,Peenya (industrial),96.24,42.91,2.63,1.1,26.34,169.23
2025-08-01,01:00,Bangalore,Electronic City (Phase 1 & 2),132.09,39.37,3.2,1.37,26.5,202.52
2025-08-01,01:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,80.06,45.57,3.76,4.91,29.08,163.39
2025-08-01,01:00,Bangalore,Devanahalli/Airport Road (KIAL),52.91,44.26,2.86,3.65,18.13,121.81
2025-08-01,01:00,Bangalore,Hoskote/Old Madras Road stretch,52.25,37.59,2.79,4.94,24.24,121.81
2025-08-01,01:00,Bangalore,Nelamangala/Tumkur Road belt,83.85,31.76,3.45,2.59,24.79,146.43
2025-08-01,02:00,Bangalore,MG Road,84.87,40.83,1.98,1.55,14.53,143.76
2025-08-01,02:00,Bangalore,Brigade Road,72.07,40.54,3.62,2.36,25.9,144.49
2025-08-01,02:00,Bangalore,Church Street,70.38,28.2,2.79,3.74,28.86,133.96
2025-08-01,02:00,Bangalore,Richmond Town,85.05,34.81,3.88,3.23,26.46,153.42
2025-08-01,02:00,Bangalore,Shivajinagar,55.83,33.4,1.28,4.62,10.88,106.0
2025-08-01,02:00,Bangalore,Vasanth Nagar,56.2,43.34,2.48,2.79,28.41,133.23
2025-08-01,02:00,Bangalore,Ulsoor (Halasuru),56.32,36.39,3.01,3.35,20.15,119.23
2025-08-01,02:00,Bangalore,Indiranagar,82.9,32.19,1.21,2.33,15.21,133.83
2025-08-01,02:00,Bangalore,Koramangala,57.01,38.27,2.64,1.22,29.91,129.06
2025-08-01,02:00,Bangalore,Malleshwaram,52.21,33.02,3.31,2.54,21.76,112.84
2025-08-01,02:00,Bangalore,Rajajinagar,74.69,33.63,2.97,3.19,17.6,132.07
2025-08-01,02:00,Bangalore,Yeshwanthpur,81.06,35.82,1.26,4.19,16.14,138.47
2025-08-01,02:00,Bangalore,Hebbal,65.76,48.0,2.66,1.21,17.59,135.22
2025-08-01,02:00,Bangalore,RT Nagar,57.85,46.98,3.7,3.31,24.53,136.36
2025-08-01,02:00,Bangalore,Sahakara Nagar,65.29,36.73,1.33,3.45,22.89,129.69
2025-08-01,02:00,Bangalore,Yelahanka,63.23,41.47,1.15,1.09,24.67,131.62
2025-08-01,02:00,Bangalore,Jakkur,64.62,47.12,1.73,1.61,20.14,135.21
2025-08-01,02:00,Bangalore,Manyata Tech Park/Nagawara,89.76,40.43,3.95,2.33,23.74,160.2
2025-08-01,02:00,Bangalore,Jayanagar,62.27,36.3,3.68,4.16,25.15,131.56
2025-08-01,02:00,Bangalore,JP Nagar,55.41,30.46,2.11,2.32,21.11,111.41
2025-08-01,02:00,Bangalore,Basavanagudi,71.74,30.67,3.16,3.53,27.77,136.88
2025-08-01,02:00,Bangalore,Banashankari,53.24,43.16,2.74,2.59,25.15,126.88
2025-08-01,02:00,Bangalore,BTM Layout,67.43,38.0,3.82,2.64,11.02,122.91
2025-08-01,02:00,Bangalore,HSR Layout,75.26,35.31,1.84,4.3,18.06,134.77
2025-08-01,02:00,Bangalore,Bannerghatta Road belt,65.7,49.42,2.48,1.17,21.96,140.73
2025-08-01,02:00,Bangalore,Arekere,64.81,48.94,1.05,2.73,13.47,131.0
2025-08-01,02:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),72.7,44.42,3.64,4.72,24.45,149.92
2025-08-01,02:00,Bangalore,KR Puram,79.73,26.93,3.89,4.41,29.15,144.11
2025-08-01,02:00,Bangalore,CV Raman Nagar,69.23,26.96,3.58,3.86,18.25,121.88
2025-08-01,02:00,Bangalore,Marathahalli,63.1,39.29,1.81,3.56,25.29,133.05
2025-08-01,02:00,Bangalore,Mahadevapura,53.54,42.08,2.64,3.82,19.67,121.75
2025-08-01,02:00,Bangalore,Whitefield,80.35,31.68,3.85,4.49,12.55,132.92
2025-08-01,02:00,Bangalore,Hoodi,73.45,33.35,3.66,4.68,14.23,129.37
2025-08-01,02:00,Bangalore,Kadugodi,74.71,41.72,1.81,2.81,20.39,141.45
2025-08-01,02:00,Bangalore,Varthur,57.44,40.68,2.8,4.86,28.17,133.96
2025-08-01,02:00,Bangalore,Bellandur,66.27,35.75,1.08,4.91,23.46,131.47
2025-08-01,02:00,Bangalore,Sarjapur Road corridor,87.71,27.52,1.73,4.24,22.67,143.88
2025-08-01,02:00,Bangalore,Vijayanagar,49.95,33.26,1.35,1.27,21.37,107.2
2025-08-01,02:00,Bangalore,Basaveshwaranagar,81.53,32.92,2.56,1.03,17.78,135.82
2025-08-01,02:00,Bangalore,Nagarbhavi,70.17,33.94,1.32,4.04,26.94,136.41
2025-08-01,02:00,Bangalore,Chandra Layout,70.37,26.56,3.03,3.13,29.81,132.9
2025-08-01,02:00,Bangalore,Magadi Road,49.35,32.18,3.71,2.97,21.16,109.37
2025-08-01,02:00,Bangalore,Peenya (industrial),87.16,48.6,2.82,3.1,12.04,153.73
2025-08-01,02:00,Bangalore,Electronic City (Phase 1 & 2),81.61,40.74,1.29,1.12,22.04,146.81
2025-08-01,02:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,84.96,44.42,3.52,1.04,20.81,154.75
2025-08-01,02:00,Bangalore,Devanahalli/Airport Road (KIAL),86.11,47.45,2.27,4.43,12.13,152.38
2025-08-01,02:00,Bangalore,Hoskote/Old Madras Road stretch,74.33,34.15,2.7,1.01,17.22,129.41
2025-08-01,02:00,Bangalore,Nelamangala/Tumkur Road belt,84.14,43.35,1.98,3.85,11.34,144.66
2025-08-01,03:00,Bangalore,MG Road,74.91,33.47,3.36,2.56,10.02,124.32
2025-08-01,03:00,Bangalore,Brigade Road,74.79,48.91,2.18,4.75,29.82,160.46
2025-08-01,03:00,Bangalore,Church Street,84.16,29.0,2.67,4.07,12.29,132.19
2025-08-01,03:00,Bangalore,Richmond Town,71.57,35.3,2.86,4.75,14.28,128.76
2025-08-01,03:00,Bangalore,Shivajinagar,48.14,35.77,3.84,2.74,25.41,115.91
2025-08-01,03:00,Bangalore,Vasanth Nagar,85.36,33.66,3.58,1.27,22.55,146.41
2025-08-01,03:00,Bangalore,Ulsoor (Halasuru),59.45,39.17,3.38,2.19,23.49,127.67
2025-08-01,03:00,Bangalore,Indiranagar,56.39,43.82,1.24,2.1,13.65,117.19
2025-08-01,03:00,Bangalore,Koramangala,63.05,48.38,1.27,4.33,29.31,146.34
2025-08-01,03:00,Bangalore,Malleshwaram,68.8,48.32,1.51,1.63,27.23,147.49
2025-08-01,03:00,Bangalore,Rajajinagar,78.16,35.65,1.84,3.74,23.4,142.8
2025-08-01,03:00,Bangalore,Yeshwanthpur,87.33,35.17,3.97,3.65,26.72,156.84
2025-08-01,03:00,Bangalore,Hebbal,74.31,38.03,1.52,2.51,13.51,129.88
2025-08-01,03:00,Bangalore,RT Nagar,61.02,42.36,1.15,4.57,15.98,125.08
2025-08-01,03:00,Bangalore,Sahakara Nagar,82.04,36.01,1.1,2.58,26.41,148.13
2025-08-01,03:00,Bangalore,Yelahanka,54.9,41.66,1.03,1.61,13.68,112.87
2025-08-01,03:00,Bangalore,Jakkur,48.84,32.72,1.3,1.59,23.98,108.42
2025-08-01,03:00,Bangalore,Manyata Tech Park/Nagawara,129.35,40.61,1.31,3.57,29.8,204.65
2025-08-01,03:00,Bangalore,Jayanagar,89.05,32.13,1.1,1.92,14.79,138.99
2025-08-01,03:00,Bangalore,JP Nagar,89.16,30.03,2.0,4.23,10.38,135.8
2025-08-01,03:00,Bangalore,Basavanagudi,51.61,39.5,3.15,3.67,27.53,125.46
2025-08-01,03:00,Bangalore,Banashankari,76.05,44.32,3.99,4.77,17.03,146.16
2025-08-01,03:00,Bangalore,BTM Layout,65.03,47.17,1.89,1.82,26.18,142.09
2025-08-01,03:00,Bangalore,HSR Layout,52.92,28.85,3.73,3.17,22.79,111.46
2025-08-01,03:00,Bangalore,Bannerghatta Road belt,59.45,41.23,1.61,1.38,29.58,133.24
2025-08-01,03:00,Bangalore,Arekere,60.96,36.24,2.67,3.4,21.86,125.12
2025-08-01,03:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),83.5,40.76,1.37,3.0,12.57,141.2
2025-08-01,03:00,Bangalore,KR Puram,49.59,25.02,2.32,2.48,22.28,101.7
2025-08-01,03:00,Bangalore,CV Raman Nagar,68.98,26.51,1.49,3.45,19.91,120.34
2025-08-01,03:00,Bangalore,Marathahalli,86.14,48.36,3.34,4.27,29.06,171.18
2025-08-01,03:00,Bangalore,Mahadevapura,62.34,49.93,2.74,1.79,14.24,131.04
2025-08-01,03:00,Bangalore,Whitefield,50.87,28.55,1.82,3.07,17.54,101.84
2025-08-01,03:00,Bangalore,Hoodi,66.72,40.94,1.1,4.79,27.06,140.6
2025-08-01,03:00,Bangalore,Kadugodi,88.58,33.45,2.1,2.88,25.63,152.63
2025-08-01,03:00,Bangalore,Varthur,53.86,36.11,3.66,4.84,17.16,115.63
2025-08-01,03:00,Bangalore,Bellandur,73.89,48.69,3.02,3.24,26.82,155.66
2025-08-01,03:00,Bangalore,Sarjapur Road corridor,81.13,42.97,2.5,4.09,12.96,143.65
2025-08-01,03:00,Bangalore,Vijayanagar,85.39,26.69,3.63,1.53,29.62,146.87
2025-08-01,03:00,Bangalore,Basaveshwaranagar,74.82,29.08,2.44,1.88,25.27,133.49
2025-08-01,03:00,Bangalore,Nagarbhavi,60.71,38.15,2.58,3.84,13.38,118.65
2025-08-01,03:00,Bangalore,Chandra Layout,70.09,46.21,2.43,3.94,17.2,139.87
2025-08-01,03:00,Bangalore,Magadi Road,55.88,45.46,2.47,2.13,21.2,127.14
2025-08-01,03:00,Bangalore,Peenya (industrial),102.47,42.01,3.58,3.95,26.09,178.1
2025-08-01,03:00,Bangalore,Electronic City (Phase 1 & 2),112.73,27.88,1.9,3.35,29.75,175.61
2025-08-01,03:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,81.0,49.8,1.86,1.94,13.05,147.65
2025-08-01,03:00,Bangalore,Devanahalli/Airport Road (KIAL),74.37,35.67,1.42,2.54,28.91,142.9
2025-08-01,03:00,Bangalore,Hoskote/Old Madras Road stretch,63.64,32.17,2.45,2.64,17.75,118.64
2025-08-01,03:00,Bangalore,Nelamangala/Tumkur Road belt,87.56,43.02,1.1,1.62,19.24,152.54
2025-08-01,04:00,Bangalore,MG Road,74.49,32.02,2.6,1.25,18.74,129.1
2025-08-01,04:00,Bangalore,Brigade Road,89.26,38.17,2.75,4.88,20.9,155.95
2025-08-01,04:00,Bangalore,Church Street,88.47,45.44,2.24,2.0,12.26,150.41
2025-08-01,04:00,Bangalore,Richmond Town,68.26,47.16,1.12,4.81,15.64,136.99
2025-08-01,04:00,Bangalore,Shivajinagar,55.97,30.87,2.71,4.4,29.71,123.65
2025-08-01,04:00,Bangalore,Vasanth Nagar,60.78,33.79,2.16,1.01,11.51,109.26
2025-08-01,04:00,Bangalore,Ulsoor (Halasuru),89.46,32.26,3.03,3.5,12.63,140.88
2025-08-01,04:00,Bangalore,Indiranagar,85.29,33.36,3.19,1.77,15.8,139.41
2025-08-01,04:00,Bangalore,Koramangala,51.09,43.78,3.09,4.01,19.78,121.76
2025-08-01,04:00,Bangalore,Malleshwaram,56.36,39.39,3.49,4.36,10.85,114.45
2025-08-01,04:00,Bangalore,Rajajinagar,60.41,40.39,3.8,3.6,23.1,131.29
2025-08-01,04:00,Bangalore,Yeshwanthpur,60.33,49.02,1.05,2.76,17.9,131.06
2025-08-01,04:00,Bangalore,Hebbal,80.9,35.5,2.58,3.1,18.03,140.11
2025-08-01,04:00,Bangalore,RT Nagar,70.42,40.69,3.63,1.96,10.57,127.27
2025-08-01,04:00,Bangalore,Sahakara Nagar,82.36,46.81,3.39,1.83,18.27,152.66
2025-08-01,04:00,Bangalore,Yelahanka,86.34,25.82,2.97,2.53,27.5,145.16
2025-08-01,04:00,Bangalore,Jakkur,87.99,36.6,2.32,4.48,19.34,150.74
2025-08-01,04:00,Bangalore,Manyata Tech Park/Nagawara,129.56,42.1,1.3,4.89,27.99,205.84
2025-08-01,04:00,Bangalore,Jayanagar,56.07,41.73,3.37,4.2,23.78,129.16
2025-08-01,04:00,Bangalore,JP Nagar,70.24,41.83,1.56,2.1,27.43,143.15
2025-08-01,04:00,Bangalore,Basavanagudi,66.72,40.87,2.52,3.03,12.58,125.72
2025-08-01,04:00,Bangalore,Banashankari,68.33,45.42,1.44,3.26,25.79,144.24
2025-08-01,04:00,Bangalore,BTM Layout,87.2,30.03,3.72,4.76,18.26,143.97
2025-08-01,04:00,Bangalore,HSR Layout,69.82,38.03,2.66,1.43,26.83,138.78
2025-08-01,04:00,Bangalore,Bannerghatta Road belt,83.87,45.81,1.49,1.85,18.33,151.33
2025-08-01,04:00,Bangalore,Arekere,59.32,25.22,1.33,3.92,16.49,106.28
2025-08-01,04:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),72.02,40.68,1.17,4.42,10.82,129.1
2025-08-01,04:00,Bangalore,KR Puram,81.46,39.41,3.59,1.4,18.16,144.02
2025-08-01,04:00,Bangalore,CV Raman Nagar,64.62,42.12,1.64,4.23,16.79,129.42
2025-08-01,04:00,Bangalore,Marathahalli,52.77,44.17,2.04,4.96,21.25,125.18
2025-08-01,04:00,Bangalore,Mahadevapura,77.67,34.27,1.23,3.64,26.31,143.13
2025-08-01,04:00,Bangalore,Whitefield,61.46,42.44,1.22,3.45,15.73,124.3
2025-08-01,04:00,Bangalore,Hoodi,82.89,30.39,3.65,3.53,16.51,136.96
2025-08-01,04:00,Bangalore,Kadugodi,55.86,43.52,3.02,3.88,19.85,126.13
2025-08-01,04:00,Bangalore,Varthur,84.49,29.68,3.54,4.73,15.02,137.46
2025-08-01,04:00,Bangalore,Bellandur,60.84,38.98,3.83,3.7,25.0,132.35
2025-08-01,04:00,Bangalore,Sarjapur Road corridor,56.55,32.79,2.14,1.19,28.81,121.48
2025-08-01,04:00,Bangalore,Vijayanagar,51.28,29.49,1.08,1.86,12.49,96.2
2025-08-01,04:00,Bangalore,Basaveshwaranagar,68.49,40.97,3.55,1.2,21.0,135.19
2025-08-01,04:00,Bangalore,Nagarbhavi,64.15,35.08,2.4,1.09,24.64,127.36
2025-08-01,04:00,Bangalore,Chandra Layout,71.32,48.15,2.92,2.08,17.82,142.29
2025-08-01,04:00,Bangalore,Magadi Road,50.64,45.51,2.01,3.91,14.08,116.15
2025-08-01,04:00,Bangalore,Peenya (industrial),98.18,27.75,1.97,4.74,14.16,146.8
2025-08-01,04:00,Bangalore,Electronic City (Phase 1 & 2),128.62,34.08,3.08,4.86,29.53,200.16
2025-08-01,04:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,69.02,27.13,1.13,3.38,25.14,125.79
2025-08-01,04:00,Bangalore,Devanahalli/Airport Road (KIAL),83.63,42.14,2.19,3.87,27.78,159.61
2025-08-01,04:00,Bangalore,Hoskote/Old Madras Road stretch,82.89,46.54,2.37,4.43,17.12,153.35
2025-08-01,04:00,Bangalore,Nelamangala/Tumkur Road belt,66.16,38.08,1.19,1.75,19.44,126.63
2025-08-01,05:00,Bangalore,MG Road,86.61,25.83,1.49,4.72,24.7,143.35
2025-08-01,05:00,Bangalore,Brigade Road,61.74,37.69,2.11,4.6,12.49,118.63
2025-08-01,05:00,Bangalore,Church Street,52.61,44.4,3.72,2.68,27.78,131.19
2025-08-01,05:00,Bangalore,Richmond Town,52.46,35.11,2.45,4.04,18.21,112.26
2025-08-01,05:00,Bangalore,Shivajinagar,76.51,35.86,1.78,2.61,10.55,127.31
2025-08-01,05:00,Bangalore,Vasanth Nagar,54.42,48.58,2.99,1.07,18.24,125.3
2025-08-01,05:00,Bangalore,Ulsoor (Halasuru),71.91,36.36,3.33,4.77,18.64,135.02
2025-08-01,05:00,Bangalore,Indiranagar,78.57,36.72,3.05,2.54,12.7,133.58
2025-08-01,05:00,Bangalore,Koramangala,84.17,27.44,2.31,2.09,17.58,133.59
2025-08-01,05:00,Bangalore,Malleshwaram,77.65,37.16,3.53,3.9,22.95,145.19
2025-08-01,05:00,Bangalore,Rajajinagar,60.07,37.49,3.29,4.2,23.51,128.57
2025-08-01,05:00,Bangalore,Yeshwanthpur,71.48,29.75,1.46,3.21,17.14,123.04
2025-08-01,05:00,Bangalore,Hebbal,87.91,27.47,3.56,3.42,20.9,143.26
2025-08-01,05:00,Bangalore,RT Nagar,73.24,31.57,2.8,2.15,22.21,131.97
2025-08-01,05:00,Bangalore,Sahakara Nagar,71.86,28.96,1.33,1.02,11.75,114.92
2025-08-01,05:00,Bangalore,Yelahanka,73.8,38.02,2.71,4.64,17.01,136.18
2025-08-01,05:00,Bangalore,Jakkur,53.08,49.82,3.41,2.27,23.22,131.79
2025-08-01,05:00,Bangalore,Manyata Tech Park/Nagawara,89.24,29.91,2.49,1.8,17.3,140.73
2025-08-01,05:00,Bangalore,Jayanagar,84.68,33.45,1.54,4.75,19.55,143.96
2025-08-01,05:00,Bangalore,JP Nagar,80.58,34.25,3.28,2.02,16.21,136.34
2025-08-01,05:00,Bangalore,Basavanagudi,64.43,30.55,2.79,4.57,23.79,126.13
2025-08-01,05:00,Bangalore,Banashankari,82.37,30.66,2.06,3.21,22.41,140.71
2025-08-01,05:00,Bangalore,BTM Layout,62.11,48.21,3.86,1.53,22.74,138.45
2025-08-01,05:00,Bangalore,HSR Layout,61.88,30.69,3.92,3.54,26.9,126.93
2025-08-01,05:00,Bangalore,Bannerghatta Road belt,82.52,33.87,3.4,2.25,25.86,147.9
2025-08-01,05:00,Bangalore,Arekere,51.98,39.36,3.37,1.03,11.06,106.8
2025-08-01,05:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),88.62,27.82,3.28,3.61,15.54,138.86
2025-08-01,05:00,Bangalore,KR Puram,66.31,40.17,3.16,3.2,13.59,126.44
2025-08-01,05:00,Bangalore,CV Raman Nagar,85.58,27.58,2.8,4.71,29.32,149.99
2025-08-01,05:00,Bangalore,Marathahalli,72.33,35.25,1.85,2.17,20.48,132.08
2025-08-01,05:00,Bangalore,Mahadevapura,74.17,46.25,1.95,3.61,26.64,152.63
2025-08-01,05:00,Bangalore,Whitefield,81.69,46.79,1.23,4.14,24.27,158.11
2025-08-01,05:00,Bangalore,Hoodi,57.42,43.2,2.41,4.64,20.46,128.12
2025-08-01,05:00,Bangalore,Kadugodi,86.15,46.38,3.22,1.95,16.55,154.24
2025-08-01,05:00,Bangalore,Varthur,68.87,30.71,1.51,1.0,28.21,130.3
2025-08-01,05:00,Bangalore,Bellandur,87.79,32.83,1.1,3.07,22.07,146.86
