Date,Hour,City,Area,Industrial,Households,Schools,Colleges,Hospitals,Total
2025-01-01,02:00,Bangalore,Vasanth Nagar,50.4,31.86,3.6,1.29,15.99,103.14
2025-01-01,02:00,Bangalore,Ulsoor (Halasuru),77.13,48.57,1.13,4.35,22.09,153.26
2025-01-01,02:00,Bangalore,Indiranagar,77.07,35.94,2.38,4.09,15.5,134.97
2025-01-01,02:00,Bangalore,Koramangala,48.46,45.67,2.62,1.82,10.67,109.24
2025-01-01,02:00,Bangalore,Malleshwaram,86.08,27.01,2.73,4.56,26.6,146.98
2025-01-01,02:00,Bangalore,Rajajinagar,69.05,33.9,1.88,3.73,20.9,129.46
2025-01-01,02:00,Bangalore,Yeshwanthpur,73.14,44.88,3.15,3.7,28.03,152.9
2025-01-01,02:00,Bangalore,Hebbal,60.05,36.63,1.75,1.56,25.07,125.06
2025-01-01,02:00,Bangalore,RT Nagar,77.18,42.79,1.13,2.5,13.76,137.35
2025-01-01,02:00,Bangalore,Sahakara Nagar,50.3,37.01,1.25,3.55,20.34,112.46
2025-01-01,02:00,Bangalore,Yelahanka,51.96,41.7,3.64,3.93,13.55,114.79
2025-01-01,02:00,Bangalore,Jakkur,65.06,28.14,2.04,1.49,23.43,120.17
2025-01-01,02:00,Bangalore,Manyata Tech Park/Nagawara,86.68,45.82,2.21,2.24,12.48,149.44
2025-01-01,02:00,Bangalore,Jayanagar,64.62,34.08,1.59,4.53,14.23,119.05
2025-01-01,02:00,Bangalore,JP Nagar,70.18,50.56,2.16,2.0,26.17,151.07
2025-01-01,02:00,Bangalore,Basavanagudi,61.43,40.69,3.97,4.72,26.29,137.11
2025-01-01,02:00,Bangalore,Banashankari,68.56,45.99,1.79,3.86,26.4,146.59
2025-01-01,02:00,Bangalore,BTM Layout,64.03,49.55,1.73,4.75,16.54,136.61
2025-01-01,02:00,Bangalore,HSR Layout,55.8,34.68,1.13,4.03,16.82,112.46
2025-01-01,02:00,Bangalore,Bannerghatta Road belt,74.13,40.78,3.15,4.28,27.58,149.92
2025-01-01,02:00,Bangalore,Arekere,84.21,26.74,2.38,3.6,13.26,130.19
2025-01-01,02:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),81.47,33.07,2.29,2.45,18.18,137.46
2025-01-01,02:00,Bangalore,KR Puram,86.65,43.06,1.3,1.33,13.38,145.73
2025-01-01,02:00,Bangalore,CV Raman Nagar,80.39,42.04,2.41,4.27,15.01,144.11
2025-01-01,02:00,Bangalore,Marathahalli,83.71,41.49,3.89,4.08,20.53,153.7
2025-01-01,02:00,Bangalore,Mahadevapura,48.62,45.19,3.44,2.81,10.87,110.92
2025-01-01,02:00,Bangalore,Whitefield,80.55,33.47,3.49,1.34,29.83,148.66
2025-01-01,02:00,Bangalore,Hoodi,89.66,45.93,1.7,2.52,18.36,158.17
2025-01-01,02:00,Bangalore,Kadugodi,69.03,38.2,2.41,4.82,25.19,139.66
2025-01-01,02:00,Bangalore,Varthur,59.82,26.42,3.51,1.18,14.64,105.57
2025-01-01,02:00,Bangalore,Bellandur,74.84,31.64,2.24,2.1,21.66,132.49
2025-01-01,02:00,Bangalore,Sarjapur Road corridor,84.18,26.62,2.56,1.39,16.0,130.75
2025-01-01,02:00,Bangalore,Vijayanagar,55.42,39.5,1.62,2.46,26.8,125.8
2025-01-01,02:00,Bangalore,Basaveshwaranagar,64.66,47.82,1.43,1.74,29.73,145.38
2025-01-01,02:00,Bangalore,Nagarbhavi,50.19,40.84,3.73,1.39,14.13,110.28
2025-01-01,02:00,Bangalore,Chandra Layout,64.0,42.73,2.9,1.15,26.28,137.06
2025-01-01,02:00,Bangalore,Magadi Road,69.15,34.91,2.01,3.94,14.98,125.0
2025-01-01,02:00,Bangalore,Peenya (industrial),86.75,31.72,1.1,2.58,15.31,137.46
2025-01-01,02:00,Bangalore,Electronic City (Phase 1 & 2),88.53,40.94,3.55,2.4,12.76,148.17
2025-01-01,02:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,96.31,38.9,3.26,4.74,10.35,153.56
2025-01-01,02:00,Bangalore,Devanahalli/Airport Road (KIAL),65.51,44.69,2.71,1.56,19.04,133.52
2025-01-01,02:00,Bangalore,Hoskote/Old Madras Road stretch,68.92,35.33,1.44,2.9,22.54,131.13
2025-01-01,02:00,Bangalore,Nelamangala/Tumkur Road belt,75.57,47.3,2.79,1.83,16.38,143.85
2025-01-01,03:00,Bangalore,MG Road,48.82,37.92,3.1,2.3,18.82,110.96
2025-01-01,03:00,Bangalore,Brigade Road,54.52,46.42,3.24,4.55,23.2,131.92
2025-01-01,03:00,Bangalore,Church Street,77.7,40.34,3.18,2.37,25.51,149.1
2025-01-01,03:00,Bangalore,Richmond Town,54.15,37.61,3.04,3.46,12.47,110.73
2025-01-01,03:00,Bangalore,Shivajinagar,58.69,33.67,1.2,2.3,10.79,106.65
2025-01-01,03:00,Bangalore,Vasanth Nagar,67.73,31.81,1.16,2.82,13.69,117.21
2025-01-01,03:00,Bangalore,Ulsoor (Halasuru),74.44,41.17,3.47,1.73,25.65,146.47
2025-01-01,03:00,Bangalore,Indiranagar,79.73,33.1,3.27,3.99,26.65,146.74
2025-01-01,03:00,Bangalore,Koramangala,79.43,26.38,3.45,4.68,21.68,135.62
2025-01-01,03:00,Bangalore,Malleshwaram,66.52,47.7,1.9,3.42,21.12,140.66
2025-01-01,03:00,Bangalore,Rajajinagar,69.96,26.33,3.56,4.67,20.09,124.62
2025-01-01,03:00,Bangalore,Yeshwanthpur,65.24,40.31,1.44,2.54,16.43,125.96
2025-01-01,03:00,Bangalore,Hebbal,79.03,28.54,1.34,4.77,26.22,139.9
2025-01-01,03:00,Bangalore,RT Nagar,65.91,32.24,1.6,4.09,29.5,133.34
2025-01-01,03:00,Bangalore,Sahakara Nagar,57.8,55.02,2.25,4.53,17.71,137.32
2025-01-01,03:00,Bangalore,Yelahanka,63.25,37.89,3.93,2.9,26.33,134.3
2025-01-01,03:00,Bangalore,Jakkur,50.15,43.73,3.67,3.78,18.17,119.51
2025-01-01,03:00,Bangalore,Manyata Tech Park/Nagawara,123.83,44.91,2.69,4.83,11.48,187.75
2025-01-01,03:00,Bangalore,Jayanagar,81.71,35.88,3.99,3.29,15.17,140.04
2025-01-01,03:00,Bangalore,JP Nagar,59.91,54.22,1.31,2.9,22.32,140.67
2025-01-01,03:00,Bangalore,Basavanagudi,72.4,37.19,3.05,3.79,19.64,136.06
2025-01-01,03:00,Bangalore,Banashankari,54.92,31.95,1.96,3.64,27.07,119.53
2025-01-01,03:00,Bangalore,BTM Layout,80.73,37.2,2.06,4.17,10.66,134.81
2025-01-01,03:00,Bangalore,HSR Layout,58.42,50.95,1.87,4.55,14.12,129.9
2025-01-01,03:00,Bangalore,Bannerghatta Road belt,71.11,49.82,3.97,4.58,23.53,153.01
2025-01-01,03:00,Bangalore,Arekere,68.92,49.61,2.94,3.72,10.17,135.37
2025-01-01,03:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),49.43,36.83,2.79,2.76,11.13,102.94
2025-01-01,03:00,Bangalore,KR Puram,51.45,34.26,2.03,1.68,10.98,100.41
2025-01-01,03:00,Bangalore,CV Raman Nagar,78.82,40.79,2.0,2.22,11.62,135.44
2025-01-01,03:00,Bangalore,Marathahalli,64.5,41.0,3.74,3.53,14.9,127.66
2025-01-01,03:00,Bangalore,Mahadevapura,59.38,45.93,2.74,4.58,20.17,132.8
2025-01-01,03:00,Bangalore,Whitefield,70.06,30.48,2.07,2.03,23.14,127.79
2025-01-01,03:00,Bangalore,Hoodi,48.11,31.11,2.98,3.99,27.66,113.85
2025-01-01,03:00,Bangalore,Kadugodi,76.95,32.4,2.05,4.12,17.28,132.8
2025-01-01,03:00,Bangalore,Varthur,89.19,30.38,1.01,3.72,24.04,148.35
2025-01-01,03:00,Bangalore,Bellandur,86.81,38.2,3.15,2.5,17.22,147.88
2025-01-01,03:00,Bangalore,Sarjapur Road corridor,83.82,47.01,3.06,4.06,18.2,156.14
2025-01-01,03:00,Bangalore,Vijayanagar,52.7,35.64,2.04,3.86,14.7,108.94
2025-01-01,03:00,Bangalore,Basaveshwaranagar,55.83,30.39,1.3,2.88,29.33,119.73
2025-01-01,03:00,Bangalore,Nagarbhavi,51.49,37.59,1.02,1.74,14.08,105.92
2025-01-01,03:00,Bangalore,Chandra Layout,88.31,33.91,3.89,1.69,13.56,141.37
2025-01-01,03:00,Bangalore,Magadi Road,70.13,43.39,1.1,1.56,20.78,136.96
2025-01-01,03:00,Bangalore,Peenya (industrial),88.95,36.39,2.56,4.84,26.71,159.45
2025-01-01,03:00,Bangalore,Electronic City (Phase 1 & 2),113.98,47.83,2.49,1.97,26.87,193.15
2025-01-01,03:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,86.68,40.28,2.64,3.68,16.6,149.89
2025-01-01,03:00,Bangalore,Devanahalli/Airport Road (KIAL),48.64,33.37,2.51,1.28,13.15,98.95
2025-01-01,03:00,Bangalore,Hoskote/Old Madras Road stretch,68.32,47.85,3.06,2.61,14.63,136.49
2025-01-01,03:00,Bangalore,Nelamangala/Tumkur Road belt,60.85,40.88,2.05,4.42,12.18,120.37
2025-01-01,04:00,Bangalore,MG Road,53.36,30.92,2.14,4.19,24.97,115.57
2025-01-01,04:00,Bangalore,Brigade Road,75.01,47.02,2.72,1.51,27.26,153.51
2025-01-01,04:00,Bangalore,Church Street,77.33,25.95,2.19,1.59,22.09,129.16
2025-01-01,04:00,Bangalore,Richmond Town,77.95,28.34,1.82,4.19,29.28,141.58
2025-01-01,04:00,Bangalore,Shivajinagar,71.55,35.9,3.71,3.23,22.24,136.64
2025-01-01,04:00,Bangalore,Vasanth Nagar,58.47,50.46,3.74,4.81,13.15,130.63
2025-01-01,04:00,Bangalore,Ulsoor (Halasuru),53.98,35.04,2.2,4.86,10.6,106.68
2025-01-01,04:00,Bangalore,Indiranagar,58.29,36.67,1.63,3.12,18.39,118.11
2025-01-01,04:00,Bangalore,Koramangala,71.64,38.94,3.2,3.3,25.46,142.55
2025-01-01,04:00,Bangalore,Malleshwaram,85.58,28.61,1.79,4.04,10.9,130.92
2025-01-01,04:00,Bangalore,Rajajinagar,87.51,32.78,3.34,1.14,22.18,146.94
2025-01-01,04:00,Bangalore,Yeshwanthpur,85.53,47.29,3.72,3.85,28.6,168.99
2025-01-01,04:00,Bangalore,Hebbal,76.04,26.79,2.43,2.01,15.61,122.88
2025-01-01,04:00,Bangalore,RT Nagar,80.6,57.89,3.3,1.15,24.42,167.36
2025-01-01,04:00,Bangalore,Sahakara Nagar,52.54,50.3,3.08,1.87,28.29,136.07
2025-01-01,04:00,Bangalore,Yelahanka,49.45,36.09,2.65,3.91,15.77,107.85
2025-01-01,04:00,Bangalore,Jakkur,62.29,33.61,1.74,3.5,28.21,129.34
2025-01-01,04:00,Bangalore,Manyata Tech Park/Nagawara,121.88,38.37,3.79,3.16,10.79,177.98
2025-01-01,04:00,Bangalore,Jayanagar,86.52,38.47,2.18,3.71,11.0,141.88
2025-01-01,04:00,Bangalore,JP Nagar,88.64,43.98,2.26,2.9,19.57,157.35
2025-01-01,04:00,Bangalore,Basavanagudi,71.14,33.37,1.91,1.84,17.81,126.07
2025-01-01,04:00,Bangalore,Banashankari,89.41,26.34,1.78,1.09,12.01,130.62
2025-01-01,04:00,Bangalore,BTM Layout,50.58,37.21,1.28,2.72,21.19,112.99
2025-01-01,04:00,Bangalore,HSR Layout,71.65,40.77,1.47,3.93,23.99,141.81
2025-01-01,04:00,Bangalore,Bannerghatta Road belt,65.65,29.31,1.65,4.43,28.89,129.93
2025-01-01,04:00,Bangalore,Arekere,66.31,32.07,3.66,2.04,10.5,114.57
2025-01-01,04:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),86.82,59.17,1.93,2.64,21.7,172.26
2025-01-01,04:00,Bangalore,KR Puram,87.8,46.64,2.64,2.19,28.54,167.8
2025-01-01,04:00,Bangalore,CV Raman Nagar,60.65,40.76,1.7,4.77,15.68,123.56
2025-01-01,04:00,Bangalore,Marathahalli,51.69,27.49,3.62,3.75,19.22,105.78
2025-01-01,04:00,Bangalore,Mahadevapura,68.99,28.46,3.91,2.36,23.96,127.68
2025-01-01,04:00,Bangalore,Whitefield,56.34,37.85,1.4,2.7,19.78,118.07
2025-01-01,04:00,Bangalore,Hoodi,69.97,33.43,2.16,4.33,10.69,120.57
2025-01-01,04:00,Bangalore,Kadugodi,88.08,30.94,1.52,2.16,20.4,143.11
2025-01-01,04:00,Bangalore,Varthur,76.04,27.38,2.94,3.95,25.3,135.62
2025-01-01,04:00,Bangalore,Bellandur,52.24,41.87,3.16,2.51,29.13,128.9
2025-01-01,04:00,Bangalore,Sarjapur Road corridor,76.9,32.21,1.34,1.63,16.96,129.05
2025-01-01,04:00,Bangalore,Vijayanagar,54.0,46.28,1.48,4.36,17.58,123.71
2025-01-01,04:00,Bangalore,Basaveshwaranagar,88.25,48.05,2.94,3.55,10.42,153.22
2025-01-01,04:00,Bangalore,Nagarbhavi,58.25,47.16,3.44,1.31,25.0,135.15
2025-01-01,04:00,Bangalore,Chandra Layout,78.81,53.36,1.95,4.86,27.59,166.57
2025-01-01,04:00,Bangalore,Magadi Road,55.63,49.11,3.12,3.07,17.93,128.86
2025-01-01,04:00,Bangalore,Peenya (industrial),101.36,48.83,2.13,1.83,11.21,165.37
2025-01-01,04:00,Bangalore,Electronic City (Phase 1 & 2),125.8,25.19,1.42,3.29,14.92,170.62
2025-01-01,04:00,Bangalore,HSR–Bellandur–Outer Ring Road (ORR) tech belt,132.73,31.18,2.25,3.45,28.45,198.06
2025-01-01,04:00,Bangalore,Devanahalli/Airport Road (KIAL),54.44,41.51,1.05,1.87,25.5,124.36
2025-01-01,04:00,Bangalore,Hoskote/Old Madras Road stretch,60.83,49.98,3.59,1.77,25.64,141.82
2025-01-01,04:00,Bangalore,Nelamangala/Tumkur Road belt,86.19,40.33,1.8,3.16,21.71,153.19
2025-01-01,05:00,Bangalore,MG Road,83.03,31.52,1.48,2.39,18.67,137.08
2025-01-01,05:00,Bangalore,Brigade Road,68.17,32.58,1.7,1.97,22.91,127.32
2025-01-01,05:00,Bangalore,Church Street,80.05,38.27,3.48,4.99,11.99,138.77
2025-01-01,05:00,Bangalore,Richmond Town,63.47,40.49,3.79,1.42,22.74,131.9
2025-01-01,05:00,Bangalore,Shivajinagar,81.23,49.98,3.56,2.44,26.2,163.41
2025-01-01,05:00,Bangalore,Vasanth Nagar,85.58,64.5,2.36,4.56,13.03,170.03
2025-01-01,05:00,Bangalore,Ulsoor (Halasuru),71.34,54.18,2.02,1.18,14.27,142.99
2025-01-01,05:00,Bangalore,Indiranagar,71.63,52.8,2.75,2.62,20.34,150.15
2025-01-01,05:00,Bangalore,Koramangala,73.34,36.47,1.71,2.52,17.54,131.59
2025-01-01,05:00,Bangalore,Malleshwaram,67.94,39.82,2.63,2.44,18.17,131.0
2025-01-01,05:00,Bangalore,Rajajinagar,88.26,38.76,2.88,4.72,22.44,157.06
2025-01-01,05:00,Bangalore,Yeshwanthpur,73.99,45.99,1.84,2.39,29.23,153.44
2025-01-01,05:00,Bangalore,Hebbal,59.91,40.42,2.98,1.21,17.65,122.16
2025-01-01,05:00,Bangalore,RT Nagar,52.58,44.64,3.88,1.94,11.93,114.97
2025-01-01,05:00,Bangalore,Sahakara Nagar,50.42,39.17,1.99,2.15,27.08,120.81
2025-01-01,05:00,Bangalore,Yelahanka,86.65,54.08,2.88,2.28,19.89,165.78
2025-01-01,05:00,Bangalore,Jakkur,55.35,37.34,3.33,3.11,29.96,129.1
2025-01-01,05:00,Bangalore,Manyata Tech Park/Nagawara,115.44,43.29,1.8,4.66,25.54,190.73
2025-01-01,05:00,Bangalore,Jayanagar,68.02,48.12,2.06,1.09,18.25,137.54
2025-01-01,05:00,Bangalore,JP Nagar,67.76,44.37,3.54,2.97,17.92,136.57
2025-01-01,05:00,Bangalore,Basavanagudi,86.68,34.6,3.62,3.57,23.36,151.83
2025-01-01,05:00,Bangalore,Banashankari,83.28,49.35,3.45,4.5,23.07,163.65
2025-01-01,05:00,Bangalore,BTM Layout,76.01,34.93,1.72,2.35,18.47,133.47
2025-01-01,05:00,Bangalore,HSR Layout,83.05,63.46,2.53,1.26,26.74,177.04
2025-01-01,05:00,Bangalore,Bannerghatta Road belt,71.41,45.89,1.63,4.77,29.91,153.61
2025-01-01,05:00,Bangalore,Arekere,60.83,43.64,3.47,1.99,28.52,138.45
2025-01-01,05:00,Bangalore,Uttarahalli/Rajarajeshwari Nagar (RR Nagar),70.32,53.21,2.25,4.06,17.41,147.25
2025-01-01,05:00,Bangalore,KR Puram,57.07,48.28,3.57,2.84,18.54,130.31
2025-01-01,05:00,Bangalore,CV Raman Nagar,61.67,49.69,3.17,2.86,13.76,131.15
2025-01-01,05:00,Bangalore,Marathahalli,73.37,39.36,1.37,3.61,27.68,145.39
2025-01-01,05:00,Bangalore,Mahadevapura,55.31,45.04,2.96,4.03,12.82,120.16
2025-01-01,05:00,Bangalore,Whitefield,71.67,54.37,3.92,1.13,14.91,146.0
2025-01-01,05:00,Bangalore,Hoodi,81.84,44.25,1.63,2.63,14.29,144.63
2025-01-01,05:00,Bangalore,Kadugodi,76.97,51.3,2.45,3.34,28.57,162.63
2025-01-01,05:00,Bangalore,Varthur,49.56,41.77,3.39,1.95,11.22,107.88
2025-01-01,05:00,Bangalore,Bellandur,87.05,32.82,3.27,3.86,25.43,152.43
